,id,year,rating,votes
1011,1011,1986,8.4,55
1012,1012,1984,8.4,52
1013,1013,2003,8.4,135
1014,1014,2006,8.4,19
1015,1015,2006,8.4,4823
1016,1016,2006,8.4,203
1017,1017,2005,8.4,15
1018,1018,1999,8.4,15
1019,1019,1996,8.4,10
1020,1020,2005,8.4,312
1021,1021,1990,8.4,69
1022,1022,2005,8.4,90
1023,1023,2005,8.4,24
1024,1024,2003,8.4,95
1025,1025,2006,8.4,76
1026,1026,2005,8.4,3062
1027,1027,1988,8.4,23
1028,1028,2003,8.4,38
1029,1029,1994,8.4,145
1030,1030,2004,8.4,46
1031,1031,2005,8.4,92
1032,1032,2001,8.4,38
1033,1033,1996,8.4,6
1034,1034,2005,8.4,431
1035,1035,1993,8.4,856
1036,1036,2005,8.4,409
1037,1037,2005,8.4,1085
